slang,formal,category1,category2,category3
senyumin,senyumi,afiksasi,0,0
gw,gue,homofon,abreviasi,0
mh,mah,abreviasi,0,0
liat,lihat,zeroisasi,0,0
slalu,selalu,zeroisasi,0,0
cpt,cepat,abreviasi,0,0
dapet,dapat,modifikasi vokal,0,0
yg,yang,abreviasi,0,0
segala2nya,segala-galanya,reduplikasi,0,0
ngalir,mengalir,afiksasi,0,0
yaa,ya,elongasi,0,0
ngrusak,merusak,afiksasi,0,0
anak2nya,anak-anaknya,reduplikasi,0,0
aja,saja,zeroisasi,0,0
ngalir,mengalir,afiksasi,0,0
org,orang,abreviasi,0,0
px,punya,abreviasi,word-value letter,0
kslhn,kesalahan,abreviasi,0,0
skrngnya,sekarangnya,abreviasi,0,0
udh,sudah,abreviasi,0,0
lbh,lebih,abreviasi,0,0
knp,kenapa,abreviasi,0,0
engga,enggak,zeroisasi,0,0
emang,memang,zeroisasi,0,0
g,enggak,word-value letter,abreviasi,0
ga,enggak,abreviasi,zeroisasi,0
kalik,kali,anaptiksis,0,0
ak,aku,abreviasi,0,0
mba,mbak,zeroisasi,0,0
yg,yang,abreviasi,0,0
lbh,lebih,abreviasi,0,0
yah,ya,anaptiksis,0,0
g,enggak,word-value letter,abreviasi,0
bilangin,bilang,afiksasi,0,0
yg,yang,abreviasi,0,0
g,enggak,word-value letter,abreviasi,0
nyambungin,menyambung,afiksasi,0,0
yg,yang,abreviasi,0,0
d,di,abreviasi,0,0
uda,sudah,zeroisasi,0,0
yg,yang,abreviasi,0,0
sllu,selalu,abreviasi,0,0
org,orang,abreviasi,0,0
tu,itu,zeroisasi,0,0
scra,secara,abreviasi,0,0
g,enggak,word-value letter,abreviasi,0
nggali,menggali,afiksasi,0,0
org,orang,abreviasi,0,0
yg,yang,abreviasi,0,0
g,enggak,word-value letter,abreviasi,0
g,enggak,word-value letter,abreviasi,0
yg,yang,abreviasi,0,0
cmpur,campur,abreviasi,0,0
y,ya,abreviasi,0,0
gk,enggak,abreviasi,0,0
elo,lo,anaptiksis,0,0
utk,untuk,abreviasi,0,0
jg,juga,abreviasi,0,0
dgr,dengar,abreviasi,0,0
elo,lo,anaptiksis,0,0
gk,enggak,abreviasi,0,0
y,ya,abreviasi,0,0
gak,enggak,zeroisasi,0,0
gitu,begitu,abreviasi,0,0
aja,saja,zeroisasi,0,0
kurng,kurang,abreviasi,0,0
kepoin,mengepoi,afiksasi,0,0
sampe,sampai,monoftongisasi,0,0
nangis,menangis,afiksasi,0,0
bnget,banget,abreviasi,0,0
nangiiiiis,menangis,afiksasi,elongasi,0
nangiiis,menangis,afiksasi,elongasi,0
kasian,kasihan,zeroisasi,0,0
ngomentarin,mengomentari,afiksasi,0,0
org,orang,abreviasi,0,0
aja,saja,zeroisasi,0,0
org,orang,abreviasi,0,0
udh,sudah,abreviasi,0,0
idupnya,hidupnya,zeroisasi,0,0
ortunya,orang tuanya,akronim,0,0
gk,enggak,abreviasi,0,0
woey,woy,anaptiksis,0,0
bloghhh,goblok,abreviasi,elongasi,anaptiksis
org2,orang-orang,abreviasi,reduplikasi,0
yg,yang,abreviasi,0,0
ngomongin,mengomongkan,afiksasi,0,0
nyimak,menyimak,afiksasi,0,0
doank,doang,subtitusi,homofon,0
lbh,lebih,abreviasi,0,0
orang2,orang-orang,reduplikasi,0,0
orang2,orang-orang,reduplikasi,0,0
nangis,menangis,afiksasi,0,0
"abal""",abal-abal,reduplikasi,0,0
kasian,kasihan,zeroisasi,0,0
dikata2in,dikata-katai,reduplikasi,afiksasi,0
bnyk,banyak,abreviasi,0,0
yg,yang,abreviasi,0,0
ngehina,menghina,afiksasi,0,0
gmna,bagaimana,abreviasi,0,0
smoga,semoga,zeroisasi,0,0
jd,jadi,abreviasi,0,0
yg,yang,abreviasi,0,0
bs,bisa,abreviasi,0,0
jd,jadi,abreviasi,0,0
kebanggan,kebanggaan,abreviasi,0,0
udah,sudah,zeroisasi,0,0
ngaca,mengaca,afiksasi,0,0
donk,dong,homofon,subtitusi,0
jg,juga,abreviasi,0,0
dah,deh,modifikasi vokal,0,0
jngn,jangan,abreviasi,0,0
klo,kalo,zeroisasi,0,0
gimana,bagaimana,abreviasi,0,0
mnjawab,menjawab,abreviasi,0,0
woooiiiiiiii,woy,elongasi,subtitusi,homofon
dosaaaaaaaaaa,dosa,elongasi,0,0
ingt,ingat,abreviasi,0,0
karmaaa,karma,elongasi,0,0
woooiiiii,woy,elongasi,subtitusi,homofon
yg,yang,abreviasi,0,0
yg,yang,abreviasi,0,0
ngkkkkkk,mengakak,abreviasi,elongasi,afiksasi
yg,yang,abreviasi,0,0
ad,ada,abreviasi,0,0
makny,maknya,abreviasi,0,0
orng,orang,abreviasi,0,0
wdooohhh,waduh,abreviasi,modifikasi vokal,elongasi
ank,anak,abreviasi,0,0
ap,apa,abreviasi,0,0
y,ya,abreviasi,0,0
kasihn,kasihan,abreviasi,0,0
bru,baru,abreviasi,0,0
lhirr,lahir,abreviasi,0,0
dpt,dapat,afiksasi,0,0
hujatann,hujatan,elongasi,0,0
palgi,apalagi,abreviasi,0,0
kl,kalo,abreviasi,0,0
dh,dah,abreviasi,0,0
yaa,ya,elongasi,0,0
wihhh,wih,elongasi,0,0
kakakkk,kakak,elongasi,0,0
bgt,banget,abreviasi,0,0
bagusss,bagus,elongasi,0,0
bangat,banget,modifikasi vokal,0,0
yah,ya,anaptiksis,0,0
yuuk,yuk,elongasi,0,0
yaa,ya,elongasi,0,0
bgt,banget,abreviasi,0,0
jt,juta,abreviasi,0,0
ngets,banget,abreviasi,anaptiksis,0
stp,setiap,abreviasi,0,0
penbelian,pembelian,salah ketik,0,0
cuaantik,cantik,anaptiksis,elongasi,0
sukakkk,suka,anaptiksis,elongasi,0
bgt,banget,abreviasi,0,0
m,sama,word-value letter,0,0
pingin,pengin,modifikasi vokal,0,0
yg,yang,abreviasi,0,0
jgn,jangan,abreviasi,0,0
yak,ya,anaptiksis,0,0
yaa,ya,elongasi,0,0
cucokkk,cocok,modifikasi vokal,elongasi,0
bngettt,banget,abreviasi,0,0
bkin,bikin,abreviasi,0,0
lyt,lihat,abreviasi,subtitusi,zeroisasi
expresi,ekspresi,subtitusi,homofon,0
natap,menatap,afiksasi,0,0
gilaaa,gila,elongasi,0,0
bgt,banget,abreviasi,0,0
gk,enggak,abreviasi,0,0
ccok,cocok,abreviasi,0,0
helloo,halo,modifikasi vokal,elongasi,0
yg,yang,abreviasi,0,0
emang,memang,zeroisasi,0,0
mh,mah,abreviasi,0,0
udah,sudah,zeroisasi,0,0
dripada,daripada,abreviasi,0,0
sama2,sama-sama,reduplikasi,0,0
difotoin,difoto,afiksasi,0,0
mreka,mereka,zeroisasi,0,0
psangan,pasangan,abreviasi,0,0
yg,yang,abreviasi,0,0
skali,sekali,zeroisasi,0,0
knp,kenapa,abreviasi,0,0
bgttt,banget,abreviasi,elongasi,0
cakepp,cakep,elongasi,0,0
ngiriii,mengiri,afiksasi,elongasi,0
coxok,cocok,subtitusi,0,0
bgt,banget,abreviasi,0,0
buatin,buatkan,afiksasi,0,0
lg,lagi,abreviasi,0,0
napa,kenapa,abreviasi,0,0
yahhh,ya,anaptiksis,elongasi,0
binggo,banget,coinage,0,0
yng,yang,abreviasi,0,0
udah,sudah,zeroisasi,0,0
liat,lihat,zeroisasi,0,0
nihhh,nih,elongasi,0,0
statusx,statusnya,word-value letter,0,0
cem,macam,abreviasi,modifikasi vokal,0
yee,ya,modifikasi vokal,elongasi,0
klo,kalo,zeroisasi,0,0
cntik,cantik,abreviasi,0,0
bgt,banget,abreviasi,0,0
bgt,banget,abreviasi,0,0
kaka,kakak,zeroisasi,0,0
y,ya,abreviasi,0,0
ngikutin,mengikuti,afiksasi,0,0
ngikutin,mengikuti,afiksasi,0,0
cewe,cewek,zeroisasi,0,0
aja,saja,zeroisasi,0,0
sm,sama,abreviasi,0,0
sunggu,sungguh,zeroisasi,0,0
udh,sudah,abreviasi,0,0
lagiii,lagi,elongasi,0,0
denger,dengar,modifikasi vokal,0,0
ammiiin,amin,elongasi,0,0
haddeh,aduh,anaptiksis,modifikasi vokal,elongasi
km,kamu,abreviasi,0,0
maaasss,mas,elongasi,0,0
klo,kalo,zeroisasi,0,0
ngomong,mengomong,afiksasi,0,0
nggak,enggak,zeroisasi,0,0
bgt,banget,abreviasi,0,0
segerrrr,segar,elongasi,modifikasi vokal,0
ilang,hilang,zeroisasi,0,0
kemn,kemana,abreviasi,0,0
y,ya,abreviasi,0,0
g,enggak,word-value letter,abreviasi,0
suipit,sipit,anaptiksis,0,0
y,ya,abreviasi,0,0
ngomong,mengomong,afiksasi,0,0
aj,saja,abreviasi,0,0
gk,enggak,abreviasi,0,0
"sama""",sama-sama,reduplikasi,0,0
sipiit,sipit,elongasi,0,0
ga,enggak,abreviasi,zeroisasi,0
kedengeran,kedengaran,modifikasi vokal,0,0
akn,akan,abreviasi,0,0
slalu,selalu,zeroisasi,0,0
smua,semua,zeroisasi,0,0
yg,yang,abreviasi,0,0
kaka,kakak,zeroisasi,0,0
semangaatt,semangat,elongasi,0,0
trus,terus,zeroisasi,0,0
yaah,ya,anaptiksis,elongasi,0
promil,program hamil,akronim,0,0
krn,karena,abreviasi,0,0
tdk,tidak,abreviasi,0,0
lancr,lancar,abreviasi,0,0
keputihn,keputihan,abreviasi,0,0
gratisss,gratis,elongasi,0,0
km,kami,abreviasi,0,0
aamiin,amin,elongasi,0,0
yaa,ya,elongasi,0,0
kebayang,terbayang,afiksasi,0,0
dr,dari,abreviasi,0,0
aamiin,amin,elongasi,0,0
"mdh""",mudah-mudah,reduplikasi,abreviasi,0
qt,kita,abreviasi,homofon,0
bz,bisa,abreviasi,subtitusi,0
amiinn,amin,elongasi,0,0
liatnya,lihatnya,zeroisasi,0,0
kk,kakak,abreviasi,0,0
aamiin,amin,elongasi,0,0
amiennn,amien,elongasi,0,0
aamiin,amin,elongasi,0,0
aminnn,amin,elongasi,0,0
amiin,amin,elongasi,0,0
amiin,amin,elongasi,0,0
ammin,amin,elongasi,0,0
amiin,amin,elongasi,0,0
amiin,amin,elongasi,0,0
amiin,amin,elongasi,0,0
smg,semoga,abreviasi,0,0
mendapatkn,mendapatkan,abreviasi,0,0
yg,yang,abreviasi,0,0
aminn,amin,elongasi,0,0
aamiin,amin,elongasi,0,0
yaa,ya,elongasi,0,0
yg,yang,abreviasi,0,0
laki2,laki-laki,reduplikasi,0,0
yg,yang,abreviasi,0,0
nihh,nih,elongasi,0,0
nonton,menonton,afiksasi,0,0
sampe,sampai,monoftongisasi,0,0
lucuuuk,lucu,elongasi,anaptiksis,0
jg,juga,abreviasi,0,0
yaaa,ya,elongasi,0,0
yaa,ya,elongasi,0,0
gw,gue,homofon,abreviasi,0
amaattt,amat,elongasi,0,0
namain,menamai,afiksasi,0,0
aje,saja,zeroisasi,modifikasi vokal,0
yaoloh,yaallah,modifikasi vokal,abreviasi,0
guee,gue,elongasi,0,0
emang,memang,zeroisasi,0,0
nambah,bertambah,afiksasi,0,0
klo,kalo,zeroisasi,0,0
ngerayain,merayakan,afiksasi,0,0
nambah,bertambah,afiksasi,0,0
nambah,bertambah,afiksasi,0,0
sotoy,sok tau,akronim,subtitusi,0
yaoloh,yaallah,modifikasi vokal,abreviasi,0
njir,anjir,zeroisasi,0,0
liat,lihat,zeroisasi,0,0
ny,nya,abreviasi,0,0
yok,yuk,modifikasi vokal,0,0
buatin,membuat,afiksasi,0,0
gini,begini,abreviasi,0,0
kpn,kapan,abreviasi,0,0
d.bikinin,dibikin,pungtuasi,afiksasi,0
kya,kaya,abreviasi,0,0
gini,begini,abreviasi,0,0
yah,ya,anaptiksis,0,0
mmz,mas,abreviasi,anaptiksis,subtitusi
bikinin,bikin,afiksasi,0,0
bapeeeer,bawa perasaan,elongasi,akronim,0
ngiri,mengiri,afiksasi,0,0
yg,yang,abreviasi,0,0
lahh,lah,elongasi,0,0
bs,bisa,abreviasi,0,0
bikinin,membikin,afiksasi,0,0
yah,ya,anaptiksis,0,0
baperr,bawa perasaan,akronim,elongasi,0
keliatannya,kelihatannya,zeroisasi,0,0
udah,sudah,zeroisasi,0,0
keliatannya,kelihatannya,zeroisasi,0,0
ilang,hilang,zeroisasi,0,0
tetep,tetap,modifikasi vokal,0,0
siih,sih,elongasi,0,0
udah,sudah,zeroisasi,0,0
gak,enggak,zeroisasi,0,0
duluuu,dulu,elongasi,0,0
diginiin,dibeginikan,afiksasi,abreviasi,0
nnti,nanti,abreviasi,0,0
yaa,ya,elongasi,0,0
hadeehh,aduh,anaptiksis,modifikasi vokal,elongasi
org,orang,abreviasi,0,0
pu,punya,abreviasi,0,0
suamiiiii,suami,elongasi,0,0
sj,saja,abreviasi,0,0
tp,tapi,abreviasi,0,0
kliatan,kelihatan,zeroisasi,0,0
krenn,keren,abreviasi,elongasi,0
yg,yang,abreviasi,0,0
gw,gue,homofon,abreviasi,0
blg,bilang,abreviasi,0,0
kebykan,kebanyakan,abreviasi,0,0
pake,pakai,monoftongisasi,0,0
aja,saja,zeroisasi,0,0
keles,kali,coinage,0,0
bnyak,banyak,abreviasi,0,0
aja,saja,zeroisasi,0,0
tingal,tinggal,abreviasi,0,0
pernikahn,pernikahan,abreviasi,0,0
ga,enggak,abreviasi,zeroisasi,0
ngtain,mengatai,abreviasi,afiksasi,0
da,ada,zeroisasi,0,0
macem,macam,modifikasi vokal,0,0
orang2,orang-orang,reduplikasi,0,0
nggak,enggak,zeroisasi,0,0
bgt,banget,abreviasi,0,0
klo,kalo,zeroisasi,0,0
bagusnyeee,bagusnya,modifikasi vokal,elongasi,0
bgtt,banget,abreviasi,elongasi,0
kemaren,kemarin,modifikasi vokal,0,0
yg,yang,abreviasi,0,0
yg,yang,abreviasi,0,0
yank,sayang,zeroisasi,homofon,subtitusi
hmpir,hampir,abreviasi,0,0
kyak,kayak,abreviasi,0,0
ama,sama,zeroisasi,0,0
dehh,deh,elongasi,0,0
liatnyaaa,lihatnya,zeroisasi,elongasi,0
waw,wow,modifikasi vokal,0,0
mbuh,embuh,zeroisasi,0,0
bsk,besok,abreviasi,0,0
nyari,mencari,afiksasi,0,0
yg,yang,abreviasi,0,0
aja,saja,zeroisasi,0,0
yg,yang,abreviasi,0,0
jdi,jadi,abreviasi,0,0
udh,sudah,abreviasi,0,0
sya,saya,abreviasi,0,0
baper,bawa perasaan,akronim,0,0
yaah,ya,anaptiksis,elongasi,0
waaa,wah,zeroisasi,elongasi,0
kereenn,keren,elongasi,0,0
berbiiiiiihhh,barbie,naturalisasi,elongasi,anaptiksis
canteek,cantik,modifikasi vokal,elongasi,0
yahh,ya,anaptiksis,elongasi,0
gini,begini,abreviasi,0,0
aminnnn,amin,elongasi,0,0
aja,saja,zeroisasi,0,0
udah,sudah,zeroisasi,0,0
engga,enggak,zeroisasi,0,0
kebayang,terbayang,afiksasi,0,0
gmna,bagaimana,abreviasi,0,0
teru,terus,abreviasi,0,0
nyatok,mencatok,afiksasi,0,0
nyampenya,sampainya,afiksasi,modifikasi vokal,0
yg,yang,abreviasi,0,0
goncengin,boncengkan,afiksasi,0,0
blm,belum,abreviasi,0,0
kasi,kasih,zeroisasi,0,0
mba,mbak,zeroisasi,0,0
mba,mbak,zeroisasi,0,0
bgt,banget,abreviasi,0,0
dianterin,diantar,afiksasi,modifikasi vokal,0
gebleg,geblek,subtitusi,homofon,0
gw,gue,homofon,abreviasi,0
dianterin,diantarkan,afiksasi,modifikasi vokal,0
udh,sudah,abreviasi,0,0
bosen,bosan,modifikasi vokal,0,0
anterin,antar,afiksasi,modifikasi vokal,0
ama,sama,zeroisasi,0,0
gw,gue,homofon,abreviasi,0
pengen,pengin,modifikasi vokal,0,0
engga,enggak,zeroisasi,0,0
aja,saja,zeroisasi,0,0
yg,yang,abreviasi,0,0
ngantar,mengantar,afiksasi,0,0
nganterin,mengantarkan,afiksasi,modifikasi vokal,0
nangis,menangis,afiksasi,0,0
mz,mas,abreviasi,subtitusi,0
emg,memang,abreviasi,0,0
nerima,menerima,afiksasi,0,0
ati2,hati-hati,reduplikasi,zeroisasi,0
ntar,entar,zeroisasi,0,0
diapa2in,diapa-apai,reduplikasi,afiksasi,0
lgi,lagi,abreviasi,0,0
beneran,benaran,modifikasi vokal,0,0
gak,enggak,zeroisasi,0,0
yeuh,ya,anaptiksis,modifikasi vokal,0
ga,enggak,abreviasi,zeroisasi,0
dianterin,diantar,afiksasi,modifikasi vokal,0
kmn,kemana,abreviasi,0,0
anterin,antarkan,afiksasi,modifikasi vokal,0
gak,enggak,zeroisasi,0,0
kmu,kamu,abreviasi,0,0
dianter,diantar,afiksasi,modifikasi vokal,0
disupirin,disopiri,afiksasi,modifikasi vokal,0
anterin,antarkan,afiksasi,modifikasi vokal,0
yg,yang,abreviasi,0,0
yg,yang,abreviasi,0,0
yg,yang,abreviasi,0,0
yg,yang,abreviasi,0,0
klo,kalo,zeroisasi,0,0
bgt,banget,abreviasi,0,0
aj,saja,abreviasi,0,0
lbh,lebih,abreviasi,0,0
trs,terus,abreviasi,0,0
jidad,jidat,subtitusi,homofon,0
lbh,lebih,abreviasi,0,0
yg,yang,abreviasi,0,0
lbh,lebih,abreviasi,0,0
yg,yang,abreviasi,0,0
lbh,lebih,abreviasi,0,0
jangan2,jangan-jangan,reduplikasi,0,0
yg,yang,abreviasi,0,0
yg,yang,abreviasi,0,0
yg,yang,abreviasi,0,0
yg,yang,abreviasi,0,0
ga,enggak,abreviasi,zeroisasi,0
yg,yang,abreviasi,0,0
ciee,cie,elongasi,0,0
yg,yang,abreviasi,0,0
bln,bulan,abreviasi,0,0
novembr,november,abreviasi,0,0
yaa,ya,elongasi,0,0
ka,kak,zeroisasi,0,0
smga,semoga,abreviasi,0,0
smpe,sampai,abreviasi,monoftongisasi,0
hri,hari,abreviasi,0,0
yg,yang,abreviasi,0,0
donk,dong,homofon,subtitusi,0
bedain,membedakan,afiksasi,0,0
yg,yang,abreviasi,0,0
genduut,gendut,elongasi,0,0
ka,kak,zeroisasi,0,0
yg,yang,abreviasi,0,0
yg,yang,abreviasi,0,0
ehhh,eh,elongasi,0,0
smua,semua,zeroisasi,0,0
gak,enggak,zeroisasi,0,0
yaa,ya,elongasi,0,0
kl,kalo,abreviasi,0,0
yg,yang,abreviasi,0,0
g,enggak,word-value letter,abreviasi,0
bertatto,bertato,elongasi,0,0
brrt,berarti,abreviasi,0,0
ak,aku,abreviasi,0,0
yg,yang,abreviasi,0,0
yg,yang,abreviasi,0,0
kana,kanan,abreviasi,0,0
yg,yang,abreviasi,0,0
yg,yang,abreviasi,0,0
dtg,datang,abreviasi,0,0
doong,dong,elongasi,0,0
yg,yang,abreviasi,0,0
bedain,membedakan,afiksasi,0,0
yg,yang,abreviasi,0,0
yg,yang,abreviasi,0,0
yg,yang,abreviasi,0,0
sbelah,sebelah,zeroisasi,0,0
cew,cewek,abreviasi,0,0
it,itu,abreviasi,0,0
yg,yang,abreviasi,0,0
sblah,sebelah,abreviasi,0,0
yg,yang,abreviasi,0,0
keliatan,kelihatan,zeroisasi,0,0
yg,yang,abreviasi,0,0
tauuu,tau,elongasi,0,0
yg,yang,abreviasi,0,0
yg,yang,abreviasi,0,0
yg,yang,abreviasi,0,0
tengaj,tengah,salah ketik,0,0
yg,yang,abreviasi,0,0
yg,yang,abreviasi,0,0
ka,kak,zeroisasi,0,0
org,orang,abreviasi,0,0
kn,kan,abreviasi,0,0
ps,pas,abreviasi,0,0
jg,juga,abreviasi,0,0
liat,lihat,zeroisasi,0,0
kk,kakak,abreviasi,0,0
dri,dari,abreviasi,0,0
k,kak,abreviasi,0,0
kn,kan,abreviasi,0,0
yg,yang,abreviasi,0,0
ad,ada,abreviasi,0,0
yg,yang,abreviasi,0,0
pke,pakai,abreviasi,monoftongisasi,0
kk,kakak,abreviasi,0,0
y,ya,abreviasi,0,0
yg,yang,abreviasi,0,0
gmpg,gampang,abreviasi,0,0
bgt,banget,abreviasi,0,0
yg,yang,abreviasi,0,0
yg,yang,abreviasi,0,0
engk,enggak,abreviasi,0,0
br,baru,abreviasi,0,0
yg,yang,abreviasi,0,0
gk,enggak,abreviasi,0,0
dr,dari,abreviasi,0,0
ak,aku,abreviasi,0,0
apal,hapal,zeroisasi,0,0
dak,indak,abreviasi,0,0
ni,ini,zeroisasi,0,0
rupa2nya,rupa-rupanya,reduplikasi,0,0
kembaq,kembar,salah ketik,0,0
yg,yang,abreviasi,0,0
yg,yang,abreviasi,0,0
yg,yang,abreviasi,0,0
yg,yang,abreviasi,0,0
bngt,banget,abreviasi,0,0
yg,yang,abreviasi,0,0
tngh,tengah,abreviasi,0,0
yg,yang,abreviasi,0,0
klw,kalau,abreviasi,homofon,0
mknya,makanya,abreviasi,0,0
sdkit,sedikit,abreviasi,0,0
kyk,kayak,abreviasi,0,0
prmpuan,perempuan,abreviasi,0,0
yg,yang,abreviasi,0,0
pcarny,pacarnya,abreviasi,0,0
yg,yang,abreviasi,0,0
ketuker,tertukar,afiksasi,0,0
gmana,bagaimana,abreviasi,0,0
udah,sudah,zeroisasi,0,0
yg,yang,abreviasi,0,0
tu,itu,zeroisasi,0,0
yg,yang,abreviasi,0,0
yg,yang,abreviasi,0,0
drimnanya,darimananya,abreviasi,0,0
bgt,banget,abreviasi,0,0
cntikan,cantikan,abreviasi,0,0
gak,enggak,zeroisasi,0,0
edaaaan,edan,elongasi,0,0
mw,mau,homofon,0,0
dgn,dengan,abreviasi,0,0
dgn,dengan,abreviasi,0,0
yg,yang,abreviasi,0,0
bngt,banget,abreviasi,0,0
syp,siapa,abreviasi,subtitusi,0
yg,yang,abreviasi,0,0
bcnda,bercanda,abreviasi,0,0
cantiiik,cantik,elongasi,0,0
ahhh,ah,elongasi,0,0
uhhh,uh,elongasi,0,0
bazengg,bajingan,abreviasi,subtitusi,modifikasi vokal
haiii,hai,elongasi,0,0
bangat,banget,modifikasi vokal,0,0
bosaan,bosan,elongasi,0,0
gitu2,begitu-gitu,reduplikasi,abreviasi,0
udah,sudah,zeroisasi,0,0
pake,pakai,monoftongisasi,0,0
kmana2,kemana-mana,reduplikasi,abreviasi,0
gak,enggak,zeroisasi,0,0
yuuk,yuk,elongasi,0,0
miripp,mirip,elongasi,0,0
kk,kakak,abreviasi,0,0
kyk,kayak,abreviasi,0,0
bnget,banget,abreviasi,0,0
lg,lagi,abreviasi,0,0
kl,kalo,abreviasi,0,0
adlh,adalah,abreviasi,0,0
dlm,dalam,abreviasi,0,0
hrsnya,harusnya,abreviasi,0,0
sdh,sudah,abreviasi,0,0
krn,karena,abreviasi,0,0
bhw,bahwa,abreviasi,0,0
yg,yang,abreviasi,0,0
bkn,bukan,abreviasi,0,0
yg,yang,abreviasi,0,0
sdg,sedang,abreviasi,0,0
org,orang,abreviasi,0,0
yg,yang,abreviasi,0,0
yg,yang,abreviasi,0,0
jd,jadi,abreviasi,0,0
tdk,tidak,abreviasi,0,0
krn,karena,abreviasi,0,0
gmn,bagaimana,abreviasi,0,0
kl,kalo,abreviasi,0,0
dgn,dengan,abreviasi,0,0
sdh,sudah,abreviasi,0,0
ksh,kasih,abreviasi,0,0
utk,untuk,abreviasi,0,0
kl,kalo,abreviasi,0,0
pdhl,padahal,abreviasi,0,0
lg,lagi,abreviasi,0,0
jd,jadi,abreviasi,0,0
dgn,dengan,abreviasi,0,0
komentar2,komentar-komentar,reduplikasi,0,0
yg,yang,abreviasi,0,0
kenyataan2,kenyataan-kenyataan,reduplikasi,0,0
yg,yang,abreviasi,0,0
silahkan,silakan,zeroisasi,0,0
yg,yang,abreviasi,0,0
sbg,sebagai,abreviasi,0,0
dtg,datang,abreviasi,0,0
lwt,lewat,abreviasi,0,0
yg,yang,abreviasi,0,0
krn,karena,abreviasi,0,0
yg,yang,abreviasi,0,0
yg,yang,abreviasi,0,0
yg,yang,abreviasi,0,0
sy,saya,abreviasi,0,0
dlm,dalam,abreviasi,0,0
sdh,sudah,abreviasi,0,0
jd,jadi,abreviasi,0,0
sy,saya,abreviasi,0,0
spt,seperti,abreviasi,0,0
yg,yang,abreviasi,0,0
mba,mbak,zeroisasi,0,0
yg,yang,abreviasi,0,0
sy,saya,abreviasi,0,0
yg,yang,abreviasi,0,0
jd,jadi,abreviasi,0,0
sy,saya,abreviasi,0,0
tp,tapi,abreviasi,0,0
sj,saja,abreviasi,0,0
tdk,tidak,abreviasi,0,0
sy,saya,abreviasi,0,0
krn,karena,abreviasi,0,0
sy,saya,abreviasi,0,0
sdh,sudah,abreviasi,0,0
yg,yang,abreviasi,0,0
utk,untuk,abreviasi,0,0
jg,juga,abreviasi,0,0
sdh,sudah,abreviasi,0,0
blg,bilang,abreviasi,0,0
org2,orang-orang,abreviasi,reduplikasi,0
dr,dari,abreviasi,0,0
gw,gue,homofon,abreviasi,0
blg,bilang,abreviasi,0,0
sukur2,sukur-sukur,reduplikasi,0,0
yg,yang,abreviasi,0,0
dpt,dapat,afiksasi,0,0
dr,dari,abreviasi,0,0
tp,tapi,abreviasi,0,0
bener,benar,modifikasi vokal,0,0
yg,yang,abreviasi,0,0
mba,mbak,zeroisasi,0,0
dlm,dalam,abreviasi,0,0
mba,mbak,zeroisasi,0,0
aamiin,amin,elongasi,0,0
lg,lagi,abreviasi,0,0
gw,gue,homofon,abreviasi,0
ksh,kasih,abreviasi,0,0
yg,yang,abreviasi,0,0
jg,juga,abreviasi,0,0
baek2,baik-baik,reduplikasi,modifikasi vokal,0
hati2,hati-hati,reduplikasi,0,0
sma,sama,abreviasi,0,0
yg,yang,abreviasi,0,0
smua,semua,zeroisasi,0,0
sma,sama,abreviasi,0,0
cma,cuma,abreviasi,0,0
yg,yang,abreviasi,0,0
gak,enggak,zeroisasi,0,0
nasehatin,menasihati,afiksasi,modifikasi vokal,0
blm,belum,abreviasi,0,0
jg,juga,abreviasi,0,0
dgn,dengan,abreviasi,0,0
jgn,jangan,abreviasi,0,0
krna,karena,abreviasi,0,0
hnya,hanya,abreviasi,0,0
km,kamu,abreviasi,0,0
yg,yang,abreviasi,0,0
bener,benar,modifikasi vokal,0,0
yaa,ya,elongasi,0,0
jgn,jangan,abreviasi,0,0
sama2,sama-sama,reduplikasi,0,0
dgn,dengan,abreviasi,0,0
yg,yang,abreviasi,0,0
yg,yang,abreviasi,0,0
kl,kalo,abreviasi,0,0
utk,untuk,abreviasi,0,0
beda2,beda-beda,reduplikasi,0,0
jgn,jangan,abreviasi,0,0
km,kamu,abreviasi,0,0
dgn,dengan,abreviasi,0,0
berbeda2,berbeda-beda,reduplikasi,0,0
skrg,sekarang,abreviasi,0,0
yg,yang,abreviasi,0,0
bkn,bukan,abreviasi,0,0
yg,yang,abreviasi,0,0
silahkan,silakan,zeroisasi,0,0
lg,lagi,abreviasi,0,0
dgn,dengan,abreviasi,0,0
dgn,dengan,abreviasi,0,0
yg,yang,abreviasi,0,0
dibkatakan,dikatakan,salah ketik,0,0
yg,yang,abreviasi,0,0
bhw,bahwa,abreviasi,0,0
mrk,mereka,abreviasi,0,0
yg,yang,abreviasi,0,0
doonk,dong,elongasi,subtitusi,homofon
yg,yang,abreviasi,0,0
yg,yang,abreviasi,0,0
dgn,dengan,abreviasi,0,0
ngaku,mengaku,afiksasi,0,0
pengikuy,pengikut,salah ketik,0,0
tp,tapi,abreviasi,0,0
ngmngin,mengomongkan,abreviasi,afiksasi,0
dr,dari,abreviasi,0,0
yg,yang,abreviasi,0,0
dmn,dimana,abreviasi,0,0
tuch,tuh,anaptiksis,0,0
u,untuk,word-value letter,0,0
org,orang,abreviasi,0,0
yg,yang,abreviasi,0,0
ngmngin,mengomongkan,abreviasi,afiksasi,0
gak,enggak,zeroisasi,0,0
dr,dari,abreviasi,0,0
gak,enggak,zeroisasi,0,0
